demand_e_0: [
	0 0 13.20330076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77.28442857 0 0 0 925.685 0 0 0 56.49634286 71.33971429 0 0 13.50628571 0 0 59.843 184.9401429 0 0 26.72071429 0 0 0 15.689 0 0 0 0 0 0 0 0 0 370.4734286 545.2892 0 0 0 882.8442714 424.1285571 0 0 0 0 0 0 267.0755 0 0 0 163.1351429 26.43057143 0 0 0 0 0 0 0 0 189.5966429 0 121.3921429 0 0 0 0 0 0 0 81.11628571 85.05057143 121.3132857 0 0 0 0 0 0 0 0 0 1020.8823 0 0 0
	1.074225752 1.077140883 13.20330076 1.072768187 0 1.072768187 1.074954535 1.094993647 0 6.351879602 6.329476725 6.346540202 0 0 0 0 6.313486777 77.28442857 77.26822803 75.21190625 0 932.3510986 0 4.868850059 24.54547712 82.90731188 168.7899748 84.08343907 78.80024273 0 0 0 0 202.3786697 25.71947919 8.123014333 0 3.325056857 0 6.202632062 0 91.22418634 79.03456516 46.85468439 2.193181589 72.75443472 109.7259732 109.3460824 35.97794266 31.50358739 417.9677456 0 45.1098281 0 72.2184007 949.0223018 533.7891563 56.80892041 30.60704561 75.61885021 44.8389431 0 144.4539526 419.6914521 75.01394793 2.167541231 0 188.4372335 63.15496333 2.230998051 0 0 15.40221429 0 0 15.48844858 15.46751824 0 0 0 9.923415958 13.74869882 23.89983588 16.94439585 10.07931755 9.870096726 6.626517226 0 0 0 6.929137078 0 0 0 0 0 0 84.9327322 84.4961157 1020.8823 82.94668688 0 0
	2.236088111 2.417132131 13.73256905 2.321844663 1.211589446 3.866410719 3.533460208 2.89444477 1.03185738 13.83103255 14.39189479 19.82435166 6.979478328 12.47797914 6.110967383 1.03185738 13.66293354 79.39265065 155.6226393 150.965433 0.920909499 977.5912137 0.401908708 6.86587975 48.18461991 118.1166285 280.3044701 183.7753294 162.656121 0 0 0.902002373 0 236.0938567 84.64041207 55.71331334 0 13.89264157 24.97561164 27.14714958 0 154.6033344 132.2841693 58.1410324 10.01435459 165.9564227 256.0862547 249.1866968 98.82291351 89.27976321 444.7933105 0 59.41499583 11.47567879 176.5941695 1088.99677 714.9840473 158.5660489 88.03002564 115.440176 48.54830872 7.338127079 324.329485 624.7392384 185.4680534 27.05187944 9.072184641 250.3089645 123.1608438 14.07676358 1.260146279 2.535246428 35.84408028 0 1.277029456 16.75201452 16.73108418 0 3.10829456 0 12.13251733 16.27445902 26.45082515 19.72053919 11.72386208 10.69015397 7.749670102 0 0 0 6.929137078 0 0 0.565287194 13.82220569 6.963251994 0 176.8951543 176.0219213 1046.79399 165.8933738 6.793207036 0
	3.550034162 4.422407174 15.14595174 3.959883177 4.114771436 9.467950642 8.941745356 7.77670339 3.454587844 23.24892923 25.47459513 41.7239967 22.79210482 38.68703237 19.39074462 3.43090592 22.69803838 84.52649954 240.5024598 231.905071 2.729614448 1064.802521 1.119141929 10.96721169 77.60179591 172.3569899 418.5684686 311.9774209 263.0803125 0 2.138112323 5.740597258 0 294.9044903 180.1000875 143.2225361 0 32.9709071 83.57696158 78.88010646 0 241.0290473 204.1759846 81.30545198 21.74529286 293.414746 461.5929918 445.0826943 207.3899755 175.7766854 495.2793383 0 81.56927165 26.6220274 326.730964 1329.491636 999.7586825 329.3174908 181.2617523 169.7931051 54.98103614 17.08210053 561.7863016 914.9533781 355.8834666 83.95078771 29.13145889 361.8204886 220.2611638 43.17727648 2.933265049 5.485251919 66.1885022 0.209366552 2.971172296 18.53317732 18.30456173 0 6.635729809 0 14.70299566 19.3614002 29.70080961 22.88738105 13.62008433 11.64401201 9.079156309 0 0 0 6.975191471 1.124580101 1.693407617 1.130574387 43.18166821 22.6081427 0.046179202 279.7777824 279.0242654 1100.060862 251.4973335 20.37962111 0.552698001
]

demand_h_0:[
	0 0 8.802200505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51.52295238 0 0 0 617.1233333 0 0 0 37.66422857 47.55980952 0 0 9.004190476 0 0 39.89533333 123.2934286 0 0 17.81380952 0 0 0 10.45933333 0 0 0 0 0 0 0 0 0 246.9822857 363.5261333 0 0 0 588.5628476 282.7523714 0 0 0 0 0 0 178.0503333 0 0 0 108.7567619 17.62038095 0 0 0 0 0 0 0 0 126.3977619 0 80.92809524 0 0 0 0 0 0 0 54.07752381 56.70038095 80.87552381 0 0 0 0 0 0 0 0 0 680.5882 0 0 0
	0.716150501 0.718093922 8.802200505 0.715178791 0 0.715178791 0.716636356 0.729995765 0 4.234586401 4.21965115 4.231026802 0 0 0 0 4.208991185 51.52295238 51.51215202 50.14127083 0 621.567399 0 3.24590004 16.36365141 55.27154125 112.5266499 56.05562605 52.53349515 0 0 0 0 134.9191131 17.14631946 5.415342889 0 2.216704571 0 4.135088042 0 60.81612422 52.68971011 31.23645626 1.462121059 48.50295648 73.15064883 72.89738828 23.98529511 21.00239159 278.6451637 0 30.07321873 0 48.14560047 632.6815345 355.8594375 37.8726136 20.40469707 50.4125668 29.89262873 0 96.30263507 279.7943014 50.00929862 1.445027487 0 125.6248223 42.10330888 1.487332034 0 0 10.26814286 0 0 10.32563238 10.31167883 0 0 0 6.615610639 9.165799211 15.93322392 11.2962639 6.719545035 6.580064484 4.417678151 0 0 0 4.619424719 0 0 0 0 0 0 56.62182147 56.3307438 680.5882 55.29779125 0 0
	1.490725407 1.611421421 9.155046031 1.547896442 0.807726297 2.577607146 2.355640139 1.929629847 0.68790492 9.220688366 9.594596526 13.21623444 4.652985552 8.318652763 4.073978255 0.68790492 9.108622359 52.92843377 103.7484262 100.643622 0.613939666 651.7274758 0.267939138 4.577253166 32.12307994 78.74441901 186.8696468 122.5168863 108.437414 0 0 0.601334916 0 157.3959045 56.42694138 37.14220889 0 9.26176105 16.65040776 18.09809972 0 103.0688896 88.18944622 38.76068826 6.676236393 110.6376151 170.7241698 166.1244645 65.88194234 59.51984214 296.5288737 0 39.60999722 7.650452528 117.7294463 725.9978469 476.6560315 105.7106993 58.68668376 76.96011733 32.36553915 4.89208472 216.2196567 416.4928256 123.6453689 18.03458629 6.048123094 166.872643 82.10722923 9.384509056 0.840097519 1.690164285 23.89605352 0 0.851352971 11.16800968 11.15405612 0 2.072196373 0 8.088344884 10.84963935 17.63388344 13.14702613 7.815908052 7.126769316 5.166446734 0 0 0 4.619424719 0 0 0.376858129 9.214803792 4.642167996 0 117.9301029 117.3479475 697.8626598 110.5955825 4.528804691 0
	2.366689441 2.948271449 10.09730116 2.639922118 2.743180957 6.311967095 5.961163571 5.184468926 2.303058563 15.49928615 16.98306342 27.8159978 15.19473655 25.79135491 12.92716308 2.287270613 15.13202558 56.35099969 160.3349732 154.6033807 1.819742966 709.8683471 0.746094619 7.31147446 51.73453061 114.9046599 279.0456457 207.9849472 175.386875 0 1.425408215 3.827064838 0 196.6029935 120.066725 95.48169075 0 21.98060473 55.71797438 52.58673764 0 160.6860315 136.1173231 54.20363465 14.49686191 195.6098307 307.7286612 296.7217962 138.2599836 117.1844569 330.1862255 0 54.37951443 17.74801827 217.8206427 886.3277574 666.5057884 219.5449938 120.8411682 113.1954034 36.65402409 11.38806702 374.5242011 609.9689187 237.2556444 55.96719181 19.42097259 241.213659 146.8407759 28.78485099 1.955510033 3.656834613 44.12566814 0.139577702 1.980781531 12.35545154 12.20304115 0 4.423819872 0 9.801997108 12.90760013 19.80053974 15.25825403 9.080056218 7.762674674 6.052770873 0 0 0 4.650127647 0.749720067 1.128938411 0.753716258 28.78777881 15.07209514 0.030786135 186.5185216 186.0161769 733.373908 167.664889 13.58641407 0.368465334
]

lower_bound: [2000 4000 30000 ]
upper_bound: [3500 5200 50500]
setup_cost: [2100 3400 20200]
infra_cost:[11340 16800]

Number_of_Potential_Locations : [
	2 3 4 1 3 13 6 4 1 3 11 3 2 1 4 1 4 5 4 5 4 1 3 4 2 1 2 5 1 1 1 0 1 1 0 1 3 1 0 1 4 3 0 6 9 1 1 2 7 15 4 2 1 0 3 3 2 13 18 3 3 2 2 1 7 9 5 1 2 10 5 6 2 1 1 2 4 1 1 0 1 0 1 1 7 1 1 1 1 0 0 0 3 1 2 1 1 3 2 5 1 7 1 1 1 2 3 1
	]


Number_of_Existing_Charging_Points : [
	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 3 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 6 2 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
		
	]

charger_grid : [
	61 75 76 77 88 89 90 91 101 102 103 104 105 106 107 109 115 116 117 119 121 123 129 134 143 144 145 146 147 148 149 150 156 157 159 160 161 162 163 164 171 172 173 175 176 177 178 184 185 186 187 188 189 190 191 192 198 199 200 201 202 203 205 206 213 214 215 216 217 228 229 230 233 234 242 246 247 248 249 263 272 274 275 286 287 288 290 291 299 300 301 304 316 327 328 331 342 343 345 355 356 369 382 385 397 399 400 412
	]
demand_grid:[
	61 75 76 77 88 89 90 91 101 102 103 104 105 106 107 115 116 117 119 121 129 134 143 144 145 146 147 148 149 150 156 157 159 160 161 162 163 164 171 172 173 175 176 177 178 184 185 186 187 188 189 190 191 192 198 199 200 201 202 203 205 206 213 214 215 216 217 228 229 230 233 234 242 246 247 248 249 263 272 274 275 286 287 288 290 291 299 300 301 304 316 327 328 331 342 343 345 355 356 369 382 397 412
]



distance:[
0	1	2	3	3	2	3	4	5	4	3	4	5	6	7	9	6	5	4	6	8	10	7	8	8	7	6	7	8	9	10	11	10	9	7	8	9	10	11	12	10	9	8	10	11	12	13	12	11	10	9	10	11	12	13	14	13	12	11	10	11	12	14	15	13	12	11	12	13	13	12	13	16	17	14	16	17	18	19	20	16	18	19	17	18	19	21	22	17	18	19	22	21	19	20	23	21	22	24	21	22	22	24	25	24	26	27	26
1	0	1	2	2	1	2	3	4	3	2	3	4	5	6	8	5	4	3	5	7	9	6	7	7	6	5	6	7	8	9	10	9	8	6	7	8	9	10	11	9	8	7	9	10	11	12	11	10	9	8	9	10	11	12	13	12	11	10	9	10	11	13	14	12	11	10	11	12	12	11	12	15	16	13	15	16	17	18	19	15	17	18	16	17	18	20	21	16	17	18	21	20	18	19	22	20	21	23	20	21	21	23	24	23	25	26	25
2	1	0	1	3	2	1	2	5	4	3	2	3	4	5	7	6	5	4	4	6	8	7	6	8	7	6	5	6	7	8	9	10	9	7	6	7	8	9	10	10	9	8	8	9	10	11	12	11	10	9	8	9	10	11	12	13	12	11	10	9	10	12	13	13	12	11	10	11	13	12	11	14	15	14	14	15	16	17	18	14	16	17	15	16	17	19	20	17	16	17	20	19	19	18	21	19	20	22	21	20	22	24	23	24	24	25	24
3	2	1	0	4	3	2	1	6	5	4	3	2	3	4	6	7	6	5	3	5	7	8	5	9	8	7	6	5	6	7	8	11	10	8	7	6	7	8	9	11	10	9	7	8	9	10	13	12	11	10	9	8	9	10	11	14	13	12	11	10	9	11	12	14	13	12	11	10	14	13	12	13	14	15	13	14	15	16	17	15	15	16	16	15	16	18	19	18	17	16	19	18	20	19	20	20	19	21	22	21	23	25	22	25	23	24	25
3	2	3	4	0	1	2	3	2	1	2	3	4	5	6	8	3	2	3	5	7	9	4	7	5	4	5	6	7	8	9	10	7	6	6	7	8	9	10	11	7	6	7	9	10	11	12	9	8	7	8	9	10	11	12	13	10	9	8	9	10	11	13	14	10	9	10	11	12	10	11	12	15	16	11	15	16	17	18	19	15	17	18	16	17	18	20	21	16	17	18	21	20	18	19	22	20	21	23	20	21	21	21	24	23	25	26	25
2	1	2	3	1	0	1	2	3	2	1	2	3	4	5	7	4	3	2	4	6	8	5	6	6	5	4	5	6	7	8	9	8	7	5	6	7	8	9	10	8	7	6	8	9	10	11	10	9	8	7	8	9	10	11	12	11	10	9	8	9	10	12	13	11	10	9	10	11	11	10	11	14	15	12	14	15	16	17	18	14	16	17	15	16	17	19	20	15	16	17	20	19	17	18	21	19	20	22	19	20	20	22	23	22	24	25	24
3	2	1	2	2	1	0	1	4	3	2	1	2	3	4	6	5	4	3	3	5	7	6	5	7	6	5	4	5	6	7	8	9	8	6	5	6	7	8	9	9	8	7	7	8	9	10	11	10	9	8	7	8	9	10	11	12	11	10	9	8	9	11	12	12	11	10	9	10	12	11	10	13	14	13	13	14	15	16	17	13	15	16	14	15	16	18	19	16	15	16	19	18	18	17	20	18	19	21	20	19	21	23	22	23	23	24	23
4	3	2	1	3	2	1	0	5	4	3	2	1	2	3	5	6	5	4	2	4	6	7	4	8	7	6	5	4	5	6	7	10	9	7	6	5	6	7	8	10	9	8	6	7	8	9	12	11	10	9	8	7	8	9	10	13	12	11	10	9	8	10	11	13	12	11	10	9	13	12	11	12	13	14	12	13	14	15	16	14	14	15	15	14	15	17	18	17	16	15	18	17	19	18	19	19	18	20	21	20	22	24	21	24	22	23	24
5	4	5	6	2	3	4	5	0	1	2	3	4	5	6	8	1	2	3	5	7	9	2	7	3	4	5	6	7	8	9	10	5	4	6	7	8	9	10	11	5	6	7	9	10	11	12	7	6	7	8	9	10	11	12	13	8	7	8	9	10	11	13	14	8	9	10	11	12	10	11	12	15	16	11	15	16	17	18	19	15	17	18	16	17	18	20	21	16	17	18	21	20	18	19	22	20	21	23	20	21	21	21	24	23	25	26	25
4	3	4	5	1	2	3	4	1	0	1	2	3	4	5	7	2	1	2	4	6	8	3	6	4	3	4	5	6	7	8	9	6	5	5	6	7	8	9	10	6	5	6	8	9	10	11	8	7	6	7	8	9	10	11	12	9	8	7	8	9	10	12	13	9	8	9	10	11	9	10	11	14	15	10	14	15	16	17	18	14	16	17	15	16	17	19	20	15	16	17	20	19	17	18	21	19	20	22	19	20	20	20	23	22	24	25	24
3	2	3	4	2	1	2	3	2	1	0	1	2	3	4	6	3	2	1	3	5	7	4	5	5	4	3	4	5	6	7	8	7	6	4	5	6	7	8	9	7	6	5	7	8	9	10	9	8	7	6	7	8	9	10	11	10	9	8	7	8	9	11	12	10	9	8	9	10	10	9	10	13	14	11	13	14	15	16	17	13	15	16	14	15	16	18	19	14	15	16	19	18	16	17	20	18	19	21	18	19	19	21	22	21	23	24	23
4	3	2	3	3	2	1	2	3	2	1	0	1	2	3	5	4	3	2	2	4	6	5	4	6	5	4	3	4	5	6	7	8	7	5	4	5	6	7	8	8	7	6	6	7	8	9	10	9	8	7	6	7	8	9	10	11	10	9	8	7	8	10	11	11	10	9	8	9	11	10	9	12	13	12	12	13	14	15	16	12	14	15	13	14	15	17	18	15	14	15	18	17	17	16	19	17	18	20	19	18	20	22	21	22	22	23	22
5	4	3	2	4	3	2	1	4	3	2	1	0	1	2	4	5	4	3	1	3	5	6	3	7	6	5	4	3	4	5	6	9	8	6	5	4	5	6	7	9	8	7	5	6	7	8	11	10	9	8	7	6	7	8	9	12	11	10	9	8	7	9	10	12	11	10	9	8	12	11	10	11	12	13	11	12	13	14	15	13	13	14	14	13	14	16	17	16	15	14	17	16	18	17	18	18	17	19	20	19	21	23	20	23	21	22	23
6	5	4	3	5	4	3	2	5	4	3	2	1	0	1	3	6	5	4	2	2	4	7	2	8	7	6	5	4	3	4	5	10	9	7	6	5	4	5	6	10	9	8	6	5	6	7	12	11	10	9	8	7	6	7	8	13	12	11	10	9	8	8	9	13	12	11	10	9	13	12	11	10	11	14	10	11	12	13	14	14	12	13	15	14	13	15	16	17	16	15	16	15	19	18	17	19	18	18	21	20	22	24	21	24	22	21	24
7	6	5	4	6	5	4	3	6	5	4	3	2	1	0	2	7	6	5	3	1	3	8	3	9	8	7	6	5	4	3	4	11	10	8	7	6	5	4	5	11	10	9	7	6	5	6	13	12	11	10	9	8	7	6	7	14	13	12	11	10	9	7	8	14	13	12	11	10	14	13	12	9	10	15	11	10	11	12	13	15	13	12	16	15	14	14	15	18	17	16	15	16	20	19	16	20	19	17	22	21	23	25	22	25	23	22	25
6	5	6	7	3	4	5	6	1	2	3	4	5	6	7	9	0	1	2	4	6	8	1	6	2	3	4	5	6	7	8	9	4	3	5	6	7	8	9	10	4	5	6	8	9	10	11	6	5	6	7	8	9	10	11	12	7	6	7	8	9	10	12	13	7	8	9	10	11	9	10	11	14	15	10	14	15	16	17	18	14	16	17	15	16	17	19	20	15	16	17	20	19	17	18	21	19	20	22	19	20	20	20	23	22	24	25	24
5	4	5	6	2	3	4	5	2	1	2	3	4	5	6	8	1	0	1	3	5	7	2	5	3	2	3	4	5	6	7	8	5	4	4	5	6	7	8	9	5	4	5	7	8	9	10	7	6	5	6	7	8	9	10	11	8	7	6	7	8	9	11	12	8	7	8	9	10	8	9	10	13	14	9	13	14	15	16	17	13	15	16	14	15	16	18	19	14	15	16	19	18	16	17	20	18	19	21	18	19	19	19	22	21	23	24	23
4	3	4	5	3	2	3	4	3	2	1	2	3	4	5	7	2	1	0	2	4	6	3	4	4	3	2	3	4	5	6	7	6	5	3	4	5	6	7	8	6	5	4	6	7	8	9	8	7	6	5	6	7	8	9	10	9	8	7	6	7	8	10	11	9	8	7	8	9	9	8	9	12	13	10	12	13	14	15	16	12	14	15	13	14	15	17	18	13	14	15	18	17	15	16	19	17	18	20	17	18	18	20	21	20	22	23	22
6	5	4	3	5	4	3	2	5	4	3	2	1	2	3	5	4	3	2	0	2	4	5	2	6	5	4	3	2	3	4	5	8	7	5	4	3	4	5	6	8	7	6	4	5	6	7	10	9	8	7	6	5	6	7	8	11	10	9	8	7	6	8	9	11	10	9	8	7	11	10	9	10	11	12	10	11	12	13	14	12	12	13	13	12	13	15	16	15	14	13	16	15	17	16	17	17	16	18	19	18	20	22	19	22	20	21	22
8	7	6	5	7	6	5	4	7	6	5	4	3	2	1	3	6	5	4	2	0	2	7	2	8	7	6	5	4	3	2	3	10	9	7	6	5	4	3	4	10	9	8	6	5	4	5	12	11	10	9	8	7	6	5	6	13	12	11	10	9	8	6	7	13	12	11	10	9	13	12	11	8	9	14	10	9	10	11	12	14	12	11	15	14	13	13	14	17	16	15	14	15	19	18	15	19	18	16	21	20	22	24	21	24	22	21	24
7	6	7	8	4	5	6	7	2	3	4	5	6	7	8	10	1	2	3	5	7	9	0	5	1	2	3	4	5	6	7	8	3	2	4	5	6	7	8	9	3	4	5	7	8	9	10	5	4	5	6	7	8	9	10	11	6	5	6	7	8	9	11	12	6	7	8	9	10	8	9	10	13	14	9	13	14	15	16	17	13	15	16	14	15	16	18	19	14	15	16	19	18	16	17	20	18	19	21	18	19	19	19	22	21	23	24	23
8	7	6	5	7	6	5	4	7	6	5	4	3	2	3	5	6	5	4	2	2	4	5	0	6	5	4	3	2	1	2	3	8	7	5	4	3	2	3	4	8	7	6	4	3	4	5	10	9	8	7	6	5	4	5	6	11	10	9	8	7	6	6	7	11	10	9	8	7	11	10	9	8	9	12	8	9	10	11	12	12	10	11	13	12	11	13	14	15	14	13	14	13	17	16	15	17	16	16	19	18	20	22	19	22	20	19	22
8	7	8	9	5	6	7	8	3	4	5	6	7	8	9	11	2	3	4	6	8	10	1	6	0	1	2	3	4	5	6	7	2	1	3	4	5	6	7	8	2	3	4	6	7	8	9	4	3	4	5	6	7	8	9	10	5	4	5	6	7	8	10	11	5	6	7	8	9	7	8	9	12	13	8	12	13	14	15	16	12	14	15	13	14	15	17	18	13	14	15	18	17	15	16	19	17	18	20	17	18	18	18	21	20	22	23	22
7	6	7	8	4	5	6	7	4	3	4	5	6	7	8	10	3	2	3	5	7	9	2	5	1	0	1	2	3	4	5	6	3	2	2	3	4	5	6	7	3	2	3	5	6	7	8	5	4	3	4	5	6	7	8	9	6	5	4	5	6	7	9	10	6	5	6	7	8	6	7	8	11	12	7	11	12	13	14	15	11	13	14	12	13	14	16	17	12	13	14	17	16	14	15	18	16	17	19	16	17	17	17	20	19	21	22	21
